address,amount,tokenId
0x37D93e2358B619A8808Ecb7A9169B73CE908d0EA,2000000000,0
0xEf700c0ffb400EfdEB3F035370Cb4943CC8625F5,2000000000,3
0x4E251ee33f4B5A488C06B1E00CbABab7D9EBb89e,2000000000,5
0x1CED1a58EBb882637E9Efb9fCC05c4A48cAb8A4a,2000000000,6
0x5ca8C6Fe72726CeD7384f53c51922f759D6373B1,2000000000,7
0x30c19e57C3AB59Cb268f2132A2d6A633A1D90f8f,2000000000,8
0x91a4Dc56CE7d09180F2FA14b3e6Ef4d17B93A3e8,2000000000,9
0xFB1e2e86c28Ef4fe6caEf8f4122F54EB5Bed6387,2000000000,10
0x67aF611092DD107C5669a1bc2c722C33EEc5f13B,2000000000,11
0xeC3D6B6d86AACCF35D41c35B9D7aD1f2Ce216D5b,2000000000,12
0xf9afAC7CE2f48dE39980F268EC615968fc75b3A5,2000000000,13
0x86aE4987f5198D5874C027A61D7C4BD670D4d970,2000000000,15
0x99107E07D2A8d470aDcf2c4DF11d7394e2957b65,2000000000,14
0xC52d1D5e666a2455085517116F88c50aBe289Ef4,2000000000,17
0x7eEc7C582B2859A40C467881a1dd2fa95d41B240,2000000000,16
0x4Df0F99AE2C48f9224a521af89201f556a9D0761,2000000000,19
0xe42e098e6C7817430526B2295D1CEB7CEf511702,2000000000,21
0x228f03Bc4dE394DE70FE45F222482b8FB6906baA,2000000000,18
0x628a1657cc43cEAa5141af0E30F3cd014a7Ae5F4,2000000000,20
0x2f29482281cCAbbDC3CcADb8D552CcE04C81fA06,2000000000,23
0x8Cf692166536ca3326C107422FC8B8681c40c39B,2000000000,22
0xEC8De410D2486BC95B84f220208C59081F1cf84E,2000000000,25
0x44753812aEb743d6E4d8DFC7f785f608a14c3d7D,2000000000,24
0xA66BC70F0D3a36c7a80fB265429f8a3A67ba0c19,2000000000,27
0xAe867A46DAdBfe77657Fad3ddB28369F4e939A8b,2000000000,28
0xb9809D9B2342f71bDA7017c2beDE1a381bAF1DC0,2000000000,26
0x1B59993D4919e3eBEE191104cE688c840C53DC22,2000000000,29
0x520D1372fbBeF16198930Ce1a3b07d60da6c70e0,2000000000,30
0x36720b7Da2eE6979288A0c3fD225b05C4bD65aBd,2000000000,31
0xA6629CA99240448731969d0F897484CbEA683b38,2000000000,33
0x8c50F0fac69e4cd773e6eEf718d117539b7D22BC,2000000000,32
0x70b7c4cD8aB7887844267787D25208f3bCF96453,2000000000,35
0x8255Ed7B74197171ef613D80D1E8aa5F6BB94Ad1,2000000000,34
0xf5282442f63b1f1a6Af53E55F3CCdA83043A3a5f,2000000000,37
0xa5921aFC7Ab53dfedb874057F42949201DAE5104,2000000000,4
0xA9Bf6FCF8f2dA80309A9A9dA5B1d1d34F763e912,2000000000,38
0x6380947FeA5413c68662Eb0dfa92339775b60EDD,2000000000,36
0x92dAee53a919dc821679eCd9c93AE7F32ca6624C,2000000000,40
0xA005558218fbd1b91DE8Fb9fdFF1e029917B07A2,2000000000,42
0xE47aB6bEA815ff980E87622B422b04B0F44b81Fc,2000000000,43
0xB83232d42d804ae995fF18e6E1bcaF2881bB1336,2000000000,44
0x46553F03657bFe118fDcc476F6bbA731D5d5668B,2000000000,46
0xD6CC88f509251e1417870226549dC3d29f8864fA,2000000000,39
0xbf683BDB370A99C2CD57b979A77d9780AF4DC55f,2000000000,45
0x4ab0bD67aCe809b0E527165251C099164884D347,2000000000,47
0x373C551D6Df5E76c8f9624A7352c3265C4D26387,2000000000,48
0xB026cFCB8BC2eFA597f8Cb8B27C8D25bc7694209,2000000000,49
0x795271D0DB2D322b1555ff3411EAa823dA7563cb,2000000000,52
0xC3468D512D8d3198A5ed1Da7EA39038FcCF0fe0c,2000000000,53
0x499bFf4646879c84b6c5d3d114972b683f600133,2000000000,51
0xe7dB1488f508498a6aFeA5332580D4A07229A96A,2000000000,50
0xB374ee5afE58Cbb7C4A76ABA8f14A2c9c71828A6,2000000000,54
0x365467766687fBB1132dc0B97eCb3447Fb6FD9Fd,2000000000,55
0xB9cF9e4Fc763e3A19B1ec42077EB6773Acbd97aa,2000000000,56
0x79b72Ca58C9c913665131b7e8FE924b5D805b3fD,2000000000,57
0x0A2a2C379c31AD44B1F3037f8cb574Ee030B0a0a,2000000000,59
0xBa008c1A6041bC30BAD608EDfE9cC821D006CAd0,2000000000,58
0xc6bB8976bA445b7A679bCbdDaAF1686B4dc9D930,2000000000,60
0x3F2D1fe842a4860D7E92e5e6ef11661799aa84e8,2000000000,61
0x6834b7787D8C17a4c2D8AEb8a9F7835EEbde7B7C,2000000000,62
0x640368a3C39210bC516Ca8d4fBf83917beCB0EA9,2000000000,63
0xAfa7126e9b46e3b00c9889DC48964E476409BB51,2000000000,64
0x516983B2d5a0b9d926824dFD115A6462361B9101,2000000000,66
0x5EEA2098A2473af8c8A1a04cc76bc35565Eb1588,2000000000,65
0x1e02728bb9fB7f38c12b77C06e8E250d3A697588,2000000000,67
0x6b0b94714ad7f7D5e9FA9e543B61AF3Af6743eCE,2000000000,68
0x4eAE7E40dD17138545B4EA2C1d9f9F759E2A6B85,2000000000,41
0x391aDDBa21D864146fF97573B1e88617a1FB4183,2000000000,70
0xA4c96577a518C7B5702BC792C217bB5F03634C6C,2000000000,71
0x7f5f9FA3968fc69918b70dC46f8c65C04fC6876b,2000000000,72
0x152d79e49Adf0b8da768eD184d1Da21B6A1E27FA,2000000000,73
0x4f50A37C36E6c3f7AF81BA5299165a2251bC202C,2000000000,74
0x33818Dd5231f02204FE56B4f0A4fd9745C40a783,2000000000,75
0x51847DA44C92C38E5f7587b775Bd9D6812692911,2000000000,76
0x7996FAb9b944EAb8ef49c8214192Ac4870167c66,2000000000,77
0xf8FC8775220506A72A902aECE30c72da1CdEe838,2000000000,78
0x160E70773FF7fA27D72B200cfCC5153F6f73eE8F,2000000000,79
0x06a5F01794726365eAa8e43978Fac9b1178F8c1D,2000000000,80
0x683E0172D60e2B8caC140EbEB28a58B05f16670A,2000000000,81
0x604f7872ff85CdB6A5aa59c9ae4AA2517F74AbDC,2000000000,82
0xa582926EDF1D1eC6e825b1CB0B04CB89dEdC4aD0,2000000000,83
0x19eD747612e75a11DD8a02fCdd3E6a922b9E9B95,2000000000,84
0x2E9662A0E4F2aCc2c45CE97660A22Ddc68B586e2,2000000000,69
0x61b890CFe3Ea6702Ddfb17F10Fda5e27d5727EF4,2000000000,87
0x870A71f68E764C09B0995e0Cf3F5e944c4526CEb,2000000000,86
0x5BaBb181fea52B64483F078D3086615C2d635927,2000000000,88
0xE5d2df758EB6564bC78E2D731EbDf66d583FA259,2000000000,2
0x41Bb83B7C67911785FB0cbad095d67ACf415c003,2000000000,1
0x4f2fD8f0466f6C58a14C1503c1CF2Bd7E4Ea2135,2000000000,92
0xAc6EF81e2706c285a994Bee1F75a608423b17aB6,2000000000,93
0x40d70D3eA4dbDaC4A5847C049D97ac6f74958aD7,2000000000,94
0xcF394EBA08eF7898e140c52D7e9AD66DF6afbF33,2000000000,85
0xD83af3de5E084c4C8497B6234F2bd1663F91fb1b,2000000000,96
0x25cfa69E099fB62D1be29895DfAD4fa915c79925,2000000000,95
0x972E6bD8747978Dd83131ae7b284dA7a03c8B4cf,2000000000,91
0x374D3b774e8bE1C1766CC1B3143e5b331b9B41FF,2000000000,97
0xF32DE2E4bff9c76DD91511b7176E6c3c94448d79,2000000000,99
0xE6Ec3054E964B037285DD9A929e2Cd97d8e60046,2000000000,89
0xE3E2E4D1110ac64A99daDE22b923430c976d2F79,2000000000,100
0x5ddEe705510614B32dFA6185EEA25BE9112E5012,2000000000,103
0x61Ebe4F881D648EEE971f9c2D3e46B9Fe006eD9A,2000000000,104
0xDbD9732c0f14de07370D09B37795ECC42883584E,2000000000,101
0x23172bC2835F3f9e8b6F8BDFE0F927b0564827F2,2000000000,105
0xfE3F4f1B2A509494E8A252f975B42579Fc3cF951,2000000000,106
0x532ad5c8bb120CDED2Ff7222962464f7CE79fBD3,2000000000,107
0x64a880057826BaCD7a1Ce8Df91AeaC9E7198F0e7,2000000000,102
0xb95179BA16E1c48B0842658bc357A2A93c4df65F,2000000000,108
0x0a4843f9f77845a836b2EE43869b3F995c82bb2F,2000000000,111
0x399f2866E44c82dae408f6c9a9598EbF47261495,2000000000,110
0x15858Bf9f389f38dA25c1E3D84CC37e74847686A,2000000000,112
0x4362992CD59F6E946782721453870eB138aEdcff,2000000000,113
0xEf0B654EfF5621306fb6F6591E5DD6DB146891a2,2000000000,114
0x949AC0Ea9961503A1129d1aDEA8a9a216C35fa50,2000000000,98
0x1E0e2cCEeaFd2784c3787498CDbE85984A01bA63,2000000000,116
0x3708dE24655750b7eCA53E87dc1a7bbfD00460E9,2000000000,117
0x6b0Ae4B50aEb4beE5E68D1668733C8775c81eed6,2000000000,118
0x0aD8A918274d53add44beAbD1E8aD6a64568E415,2000000000,119
0x20ABF7b1601a0B47D6837F9DBa1e01Ad257A5e2D,2000000000,120
0xb537D9E9149C07EFE8CbCc9e284d11e76501Ed15,2000000000,121
0x680D9F2F454F32C0B61F7dddb6675E339AfCF891,2000000000,122
0x24B27fF67d7eabD6A4Ac8a3DEDeB26A635a56d1b,2000000000,123
0x21272635A303652890adF07acF6DA5c582403CE6,2000000000,124
0xc3C4dA0A60B9F0AAAfc83f228B05bdC0D70EE2a9,2000000000,125
0x6A59C16c47DA0963B1D178A3C768256bCAF63017,2000000000,126
0xB30C47e027ada9fe1b2baC5077465180BBCe498b,2000000000,127
0xaFDB623410aB302a8bEe952F0f0BA31aCce7DBdb,2000000000,128
0x0a152e2d01348332848d3c1b70327F12C7893F34,2000000000,129
0x31F637681eFB4CfeB8d6611E4EF78CE882e971af,2000000000,130
0x39256Bc91Fb161Dad4e9FEA18C0cC20CDE2dD284,2000000000,131
0x4029d5BffD2bd8Fb45477d98d416301e4d6358Bf,2000000000,132
0x8d3926a675CF27311A8c0CEEb4E6D58187f1cA9B,2000000000,133
0x0cb74F5245DcCC2e35A5447503A478e511d0fC66,2000000000,134
0x21daA8d0d924c410C4639Da7e3334573c296B347,2000000000,135
0xbfD2A9f360f4026c8AF3B44D02Fec9B32c029D06,2000000000,136
0xdD9C6fFbf7de5c7B7720b09034eCE3d5e206ce3a,2000000000,137
0x36Bd617e0DaF5D28FB37EC189Fdcf95735e5aAb6,2000000000,138
0xDC29b5FEc4420D2F6DD2A4976e172CE9fa8e6B82,2000000000,139
0x7D55b13C3b178332f6E5a9C03a03dBbaFa5953c8,2000000000,140
0xBE440F793589e677a519F1028CA4818029d1D92b,2000000000,141
0x935806518b53eC516d511AB03027E49dED6ed98B,2000000000,142
0x290247D7621857Ce0e63135d7C0A5F1046840d6A,2000000000,143
0x9EFfF553A4aF46657eabA90a6f2659CA3943bd9c,2000000000,144
0xF005607212dC051DdAEd88C84f8a6D82045CF506,2000000000,145
0xB8eede6Fb019a7cdCC60Cdc2454d3277144C1e6c,2000000000,146
0xCAceEa1e2f139E48aFE907485AF040B8606fa831,2000000000,147
0x701A8a84f9FAcd1DA1881E115EF6b8c80Fcac1aD,2000000000,148
0x5d990F9606348F7f91F81264175D0F2A88d01074,2000000000,149
0x05a877543e0adB32b327a39c325C3d54E8D13807,2000000000,115
0x5f7ae2B585e35B2b81DA10EA5c77499814EEC4D8,2000000000,109
0xA03A015199602485Fc01ba9f287428ef38847Ac2,2000000000,152
0x6903d0AE93db9F799F3bD431f1666E474b792956,2000000000,153
0x406E42341E6317b8008EC4C7946Ff1680EbaBD04,2000000000,154
0xEe0B75FF4D93f9d6D4D071607Ce6EC91cc0eaa86,2000000000,90
0x46617eECD7443C5E755d09C7aC2D2985354f926A,2000000000,157
0x2067fAa074BE8093A039113a9275fc8761a9F3c1,2000000000,158
0xEF51C0328a2d07793a3f5770D65A7d2a029031b6,2000000000,151
0x73AD3B83e393d529518B14d7F552D1b0854cf1F9,2000000000,155
0xBEC57CcA59B561Cf5a668965DF107D9ad7b3fc97,2000000000,161
0x264E65980bA818a1e5176B8d31815E9E98568A63,2000000000,150
0xf3C2c909BE54c5B8cf8CFC6B4dCf4fF4d4e9B1fC,2000000000,159
0x53c4edc0600E6a4c086ca0D9ebf5502b1BB5D85f,2000000000,156
0x410De11E343f75E86D09ED830eC59D3D69514E80,2000000000,165
0xeC801cD9B16A1132280af8189a1c52E845d19E02,2000000000,164
0xf2F5adeb5Ffb1360703e31B67a3428618A78f278,2000000000,166
0x7e3e6038AC3fA80d13B3E945306e1d012E965e2C,2000000000,163
0x00A8189ccd296319Ff39399dD74b2D25B8Ba4342,2000000000,169
0x21bd676C93AC02Bc70a42d879885609C0d5F2ffC,2000000000,170
0xe59ca8B4E5a28693FdCb92BCD973a2557ED147f5,2000000000,168
0x7098a0B2aAb79FF82236e5F53bFAdf565528E845,2000000000,160
0xFFe8A1Fe2835429E0331d3ee2C33460D83f53859,2000000000,173
0xE6659DD7389647198A89491A5088E281974423E4,2000000000,172
0xfC9ABF7CC5E049F8B45eFD1Fb6Fdf3D62206d094,2000000000,174
0x04a12d17a3B2795e763FBcccdbc4AF2e3404CB36,2000000000,175
0xA88F685a39260Ff065bCEa1bF097E733851652b6,2000000000,176
0x07eAE0Ca3b7A7E2E28bD799E418e339972fdaBec,2000000000,177
0xD4c094a1bdD678B128B6207C487446d5f6afd08f,2000000000,179
